BG_ID,BG_Name,Story,Job,Characteristics
,Urban Bounty Hunter,To be written by player,Technician,Easygoing
,Sage,To be written by player,Shadow Scholar,Hardy
,Entertainer,To be written by player,Criminal,Uncivilized
,Charlatan,To be written by player,Astronaut Trainee,Uncivilized
,Acolyte,To be written by player,Dilettante,Brawler
,Entertainer,To be written by player,Student,Cautious
,Criminal,To be written by player,Doctor,Honest
,Noble,To be written by player,Emergency Services,Relentless
,Charlatan,To be written by player,Dilettante,Hard of hearing
,Knight Of The Order,To be written by player,Blue Collar,Polite
,Sage,To be written by player,Gladiator,Hard of hearing
,Criminal,To be written by player,Aporthecary, Illiterate
,Sage,To be written by player,Entrepreneur,Suspicious
,Hermit,To be written by player,Military,Detached
,Barbarian Tribe Member,To be written by player,Aporthecary,Suspicious
,Acolyte,To be written by player,Law Enforcement,Easygoing
,Noble,To be written by player,Scavenger,Farsighted
,Criminal,To be written by player,Blue Collar,Detached
,Sage,To be written by player,Athlete,Honest
,Guild Member - Wild,To be written by player,Rural,Abrasiveness
,Acolyte,To be written by player,Law Enforcement,Absent-Minded
,Outlander,To be written by player,Drifter,Honest
,Urban Bounty Hunter,To be written by player,Drifter,Dishonesty
,Knight,To be written by player,Colonist,Brawler
,Outlander,To be written by player,Athlete,Easygoing
,Barbarian Tribe Member,To be written by player,Academic,Relentless
,Custom,To be written by player,Aporthecary,Farsighted
,Hermit,To be written by player,Squire,Distinctive
,Knight,To be written by player,Law Enforcement,Hardy
,Acolyte,To be written by player,Heir,Relentless
,Hermit,To be written by player,Entrepreneur,Hard of hearing
,Soldier,To be written by player,Transporter,Absent-Minded
,Soldier,To be written by player,Adventurer,Farsighted
,Soldier,To be written by player,Military, Illiterate
,Barbarian Tribe Member,To be written by player,Colonist,Dishonesty
,Entertainer,To be written by player,Religious,Hard of hearing
,Fisher,To be written by player,Religious,Easygoing
,Custom,To be written by player,Hedge Wizard,Detached
,Entertainer,To be written by player,Shadow Scholar,Focused
,Soldier,To be written by player,Criminal,Specialized
,Acolyte,To be written by player,Blue Collar, Illiterate
,Sage,To be written by player,Scavenger, Illiterate
,Charlatan,To be written by player,Shadow Scholar,Inattentive
,Hermit,To be written by player,Blue Collar,Focused
,Acolyte,To be written by player,Squire,Specialized
,City Watch,To be written by player,Heir,Suspicious
,Custom,To be written by player,Transporter,Focused
,Hermit,To be written by player,Adventurer,Cautious
,Barbarian Tribe Member,To be written by player,Dilettante,Farsighted
,Criminal,To be written by player,Technician,Cautious
,Haunted One,To be written by player,Shadow Scholar,Inattentive
,Noble,To be written by player,Gladiator,Relentless
,Smuggler,To be written by player,Athlete,Polite
,Knight,To be written by player,Law Enforcement,Hard of hearing
,Outlander,To be written by player,Blue Collar,Hardy
,Outlander,To be written by player,Hedge Wizard,Specialized
,Urban Bounty Hunter,To be written by player,Celebrity,Distinctive
,Sailor,To be written by player,Shadow Scholar,Hardy
,Entertainer,To be written by player,Psychic,Distinctive
,Acolyte,To be written by player,Squire,Detached
,Acolyte,To be written by player,Rural,Specialized
,Entertainer,To be written by player,White Collar,Absent-Minded
,Urchin,To be written by player,Emergency Services,Easygoing
,Knight,To be written by player,Astronaut Trainee,Uncivilized
,Hermit,To be written by player,Squire,Polite
,Noble,To be written by player,White Collar,Dishonesty
,Sage,To be written by player,Adventurer,Aggression
,Knight Of The Order,To be written by player,Emergency Services,Focused
,Acolyte,To be written by player,Adventurer,Specialized
,Criminal,To be written by player,Doctor,Hard of hearing
,Haunted One,To be written by player,Transporter,Inattentive
,Knight,To be written by player,Adventurer,Uncivilized
,Barbarian Tribe Member,To be written by player,Heir,Honest
,Far Traveler,To be written by player,Entrepreneur,Polite
,Knight,To be written by player,Adventurer, Illiterate
,Knight,To be written by player,Technician, Illiterate
,Far Traveler,To be written by player,Criminal,Aggression
,Hermit,To be written by player,Rural,Suspicious
,Entertainer,To be written by player,Dilettante,Farsighted
,Entertainer,To be written by player,Outcast, Illiterate
,Outlander,To be written by player,Military,Dishonesty
,Acolyte,To be written by player,Heir,Farsighted
,Criminal,To be written by player,Criminal,Focused
,Criminal,To be written by player,Transporter,Slow
,Guild Artisan,To be written by player,Colonist, Illiterate
,Urban Bounty Hunter,To be written by player,Celebrity,Brawler
,Hermit,To be written by player,Drifter,Absent-Minded
,Criminal,To be written by player,Scavenger, Illiterate
,Charlatan,To be written by player,Military,Hardy
,Soldier,To be written by player,Law Enforcement,Brawler
,Folk Hero,To be written by player,Celebrity,Distinctive
,Far Traveler,To be written by player,Dilettante,Farsighted
,Far Traveler,To be written by player,Dilettante,Aggression
,Entertainer,To be written by player,Hedge Wizard,Slow
,Clan Crafter,To be written by player,Academic,Distinctive
,Acolyte,To be written by player,Student,Abrasiveness
,Inheritor,To be written by player,Emergency Services,Slow
,Smuggler,To be written by player,Novitiate,Inattentive
,City Watch,To be written by player,Military,Focused
,Knight,To be written by player,Law Enforcement,Cautious
,Hermit,To be written by player,Scavenger,Focused
,Soldier,To be written by player,Drifter,Hardy
,Acolyte,To be written by player,Student,Detached
,Charlatan,To be written by player,White Collar,Cautious
,Outlander,To be written by player,Blue Collar,Farsighted
,Urchin,To be written by player,Novitiate,Detached
,Outlander,To be written by player,Novitiate,Dishonesty
,Exile,To be written by player,Rural,Specialized
,Criminal,To be written by player,Novitiate,Suspicious
,Far Traveler,To be written by player,Drifter,Dishonesty
,Criminal,To be written by player,Hedge Wizard,Detached
,Haunted One,To be written by player,Shadow Scholar,Suspicious
,Far Traveler,To be written by player,Hedge Wizard,Detached
,Sage,To be written by player,Military,Honest
,Acolyte,To be written by player,Gladiator,Honest
,Soldier,To be written by player,Aporthecary,Suspicious
,Haunted One,To be written by player,Scavenger,Hard of hearing
,Criminal,To be written by player,Outcast,Farsighted
,Soldier,To be written by player,Doctor,Hard of hearing
,Far Traveler,To be written by player,Heir,Dishonesty
,Hermit,To be written by player,Emergency Services,Easygoing
,Soldier,To be written by player,Celebrity,Aggression
,Charlatan,To be written by player,Colonist,Abrasiveness
,Sage,To be written by player,Squire,Brawler
,Criminal,To be written by player,Technician,Cautious
,Urchin,To be written by player,Celebrity,Suspicious
,Outlander,To be written by player,Blue Collar,Brawler
,Outlander,To be written by player,Religious,Distinctive
,Noble,To be written by player,Drifter,Distinctive
,Haunted One,To be written by player,Technician,Specialized
,Criminal,To be written by player,Colonist,Aggression
,Sailor,To be written by player,Psychic,Uncivilized
,Soldier,To be written by player,Technician,Specialized
,Smuggler,To be written by player,Gladiator,Detached
,Far Traveler,To be written by player,Scavenger,Absent-Minded
,Cazarecompensas,To be written by player,Blue Collar,Slow
,Mercenary Veteran,To be written by player,Student,Focused
,Sage,To be written by player,Hedge Wizard, Illiterate
,Sage,To be written by player,Gladiator,Absent-Minded
,Sage,To be written by player,Squire,Cautious
,Hermit,To be written by player,Hedge Wizard,Suspicious
,Custom,To be written by player,Squire,Uncivilized
,Soldier,To be written by player,Squire,Aggression
,Folk Hero,To be written by player,Aporthecary,Focused
,Hermit,To be written by player,Aporthecary,Farsighted
,Criminal,To be written by player,Squire,Specialized
,Outlander,To be written by player,Rural,Focused
,Noble,To be written by player,Celebrity,Specialized
,Soldier,To be written by player,White Collar,Inattentive
,City Watch,To be written by player,Dilettante,Hard of hearing
,Sage,To be written by player,Adventurer,Focused
,Smuggler,To be written by player,Drifter, Illiterate
,Knight,To be written by player,Aporthecary,Detached
,Guild Artisan,To be written by player,Academic,Cautious
,Guild Member - Law,To be written by player,Student,Slow
,Guild Member - Law,To be written by player,Investigative,Polite
,Sailor,To be written by player,Entrepreneur,Inattentive
,Criminal,To be written by player,Colonist,Hard of hearing
,Outlander,To be written by player,Squire,Slow
,Mercenary Veteran,To be written by player,Law Enforcement,Inattentive
,House Agent,To be written by player,Emergency Services,Farsighted
,Acolyte,To be written by player,Academic,Suspicious
,Folk Hero,To be written by player,Entrepreneur,Dishonesty
,Mercenary Veteran,To be written by player,Religious,Hardy
,Soldier,To be written by player,Religious,Distinctive
,City Watch,To be written by player,Dilettante,Hardy
,City Watch,To be written by player,Doctor,Absent-Minded
,Noble,To be written by player,Drifter,Slow
,Port City Noble,To be written by player,Transporter,Focused
,Charlatan,To be written by player,Outcast,Cautious
,Acolyte,To be written by player,Drifter,Hard of hearing
,Hermit,To be written by player,Adventurer,Hard of hearing
,Hermit,To be written by player,Entrepreneur,Aggression
,Folk Hero,To be written by player,Investigative,Inattentive
,Criminal,To be written by player,Gladiator,Hardy
,Barbarian Tribe Member,To be written by player,Aporthecary,Slow
,Noble,To be written by player,Doctor,Distinctive
,Noble,To be written by player,Squire,Cautious
,Cloistered Scholar,To be written by player,Celebrity,Abrasiveness
,Entertainer,To be written by player,Military,Easygoing
,Noble,To be written by player,Rural,Hard of hearing
,Noble,To be written by player,White Collar,Honest
,Acolyte,To be written by player,Blue Collar,Specialized
,Criminal,To be written by player,Technician,Inattentive
,Haunted One,To be written by player,Military,Distinctive
,Courtier,To be written by player,Dilettante,Abrasiveness
,Courtier,To be written by player,Dilettante,Absent-Minded
,Courtier,To be written by player,Emergency Services,Relentless
,Acolyte,To be written by player,Athlete,Specialized
,Outlander,To be written by player,Squire,Focused
,Criminal,To be written by player,Religious,Farsighted
,Folk Hero,To be written by player,Drifter,Brawler
,Fisher,To be written by player,Celebrity,Easygoing
,Courtier,To be written by player,Entrepreneur,Dishonesty
,Folk Hero,To be written by player,Colonist,Focused
,Criminal,To be written by player,Athlete,Polite
,Criminal,To be written by player,Dilettante,Polite
,Far Traveler,To be written by player,Transporter,Hard of hearing
,Urchin,To be written by player,White Collar,Slow
,Soldier,To be written by player,Religious,Suspicious
,Acolyte,To be written by player,Entrepreneur,Polite
,Outlander,To be written by player,Drifter,Easygoing
,Acolyte,To be written by player,Rural,Uncivilized
,Outlander,To be written by player,Criminal,Hardy
,Folk Hero,To be written by player,Novitiate,Distinctive
,Hermit,To be written by player,Law Enforcement,Polite
,Noble,To be written by player,Creative,Dishonesty
,Criminal,To be written by player,Psychic,Detached
,Hermit,To be written by player,Academic,Suspicious
,Sage,To be written by player,Outcast, Illiterate
,Criminal,To be written by player,Student,Polite
,Criminal,To be written by player,Technician,Farsighted
,Sailor,To be written by player,Student,Slow
,Acolyte,To be written by player,Adventurer,Specialized
