Spell_ID,Spell_Name,Type,Level,Components,Range,Duration,Casting_Time
,Alarm,Divination,7,s,90,90,1
,Fireball,Illusions,6,m,90,30,1
,Aid,Necromancy,5,s,120,120,8
,Antlife Shell,Enchantment,2,m,30,0,0
,Gust of Wind,Evocation,4,v s,90,0,1
,Gust of Wind,Conjuration,8,v s m,30,90,10
,Arcane Sword,Evocation,5,v,60,90,10
,Harm,Enchantment,4,v,120,0,10
,Acid Arrow,Conjuration,4,s,90,30,8
,Rope Trick,Illusions,10,m,90,30,0
,Alter Self,Transmutation,6,v s,120,30,10
,Animal Friendship,Evocation,7,s,60,90,1
,Entangle,Enchantment,5,v,0,90,0
,Secret Chest,Evocation,4,v s m,60,30,10
,Animal Messenger,Illusions,5,v s m,0,30,1
,Freezing Sphere,Evocation,6,v s,60,60,1
,Color Spray,Divination,3,v s,90,60,10
,Secret Chest,Conjuration,1,v s,30,90,8
,Gust of Wind,Evocation,9,m,30,90,10
,Antlife Shell,Abjuration,9,m,120,120,10
,Antlife Shell,Conjuration,8,m,90,30,10
,Secret Chest,Necromancy,7,m,120,30,0
,Haste,Illusions,1,v s,30,0,1
,Haste,Divination,9,v s m,60,60,1
,Arcane Hand,Evocation,8,m,90,30,8
,Entangle,Divination,5,v,120,0,10
,Beacon of Hope,Conjuration,8,s,90,0,0
,Hideous Laughter,Illusions,3,v,60,90,1
,Animate Objects,Divination,10,v s m,30,120,1
,Sequester,Abjuration,1,s,120,30,0
,Inflict Wounds,Divination,7,m,0,60,1
,Arcane Sword,Conjuration,4,v s m,60,120,0
,Gust of Wind,Necromancy,6,v s,120,60,10
,Alarm,Evocation,10,s,120,0,10
,Rope Trick,Illusions,10,s,60,90,1
,Arcane Lock,Transmutation,6,s,120,120,10
,Clairvoyance,Necromancy,7,m,30,0,8
,Rope Trick,Divination,6,s,90,0,10
,Animal Friendship,Evocation,3,m,30,0,8
,Fireball,Conjuration,4,m,90,30,0
,Beacon of Hope,Transmutation,1,m,90,0,0
,Clairvoyance,Evocation,10,v,90,90,1
,Sequester,Abjuration,10,v s m,120,90,10
,Antipathy Sympathy,Abjuration,8,s,60,120,1
,Animal Shape,Abjuration,6,v,90,90,0
,Acid Arrow,Evocation,2,v,120,30,10
,Fly,Enchantment,2,m,0,30,8
,Banishment,Divination,7,s,120,60,10
,Animal Shape,Divination,2,v,90,90,10
,Gust of Wind,Evocation,3,v,120,60,1
,Sequester,Transmutation,6,v s,30,90,10
,Antipathy Sympathy,Conjuration,8,v s m,0,120,0
,Beacon of Hope,Transmutation,2,s,0,0,1
,Fly,Divination,4,s,0,60,1
,Banishment,Divination,6,s,120,90,10
,Arcane Sword,Evocation,6,v s m,30,30,1
,Fly,Illusions,9,v s m,90,0,0
,Inflict Wounds,Illusions,7,v,90,90,8
,Animate dead,Necromancy,9,v,0,30,8
,Alter Self,Illusions,6,s,0,90,0
,Beacon of Hope,Conjuration,8,m,0,120,8
,Clairvoyance,Conjuration,7,v s m,0,30,10
,Insect Plague,Divination,2,v s m,0,0,8
,Gust of Wind,Evocation,4,m,60,120,0
,Clone,Conjuration,6,v s,90,30,10
,Hideous Laughter,Necromancy,5,v,120,90,0
,Arcane Eye,Transmutation,2,m,120,90,1
,Animal Friendship,Conjuration,10,m,90,120,10
,Alter Self,Conjuration,3,v s,90,30,10
,Animal Messenger,Enchantment,3,m,90,60,8
,Harm,Necromancy,4,v s,60,60,1
,Acid Splash,Conjuration,10,v s m,0,120,0
,Animal Shape,Conjuration,10,s,0,90,1
,Animate Objects,Divination,4,v s m,0,0,1
,Antlife Shell,Evocation,9,v s m,30,90,1
,Prismatic Wall,Transmutation,7,m,0,60,8
,Clone,Transmutation,2,s,120,0,10
,Antimagic Field,Divination,1,v s,90,60,1
,Clairvoyance,Necromancy,2,s,0,90,8
,Harm,Evocation,10,m,60,90,1
,Animate Objects,Divination,9,s,120,0,0
,Antlife Shell,Abjuration,9,s,120,30,10
,Arcane Hand,Necromancy,4,v s m,0,30,8
,Antipathy Sympathy,Necromancy,8,s,90,30,1
,Fly,Evocation,1,m,60,120,8
,Animal Shape,Transmutation,3,s,0,60,8
,Secret Chest,Illusions,10,v,60,60,0
,Animal Shape,Conjuration,5,v s,90,120,8
,Freezing Sphere,Transmutation,1,s,0,60,8
,Enthrall,Necromancy,10,v,0,0,1
,Clairvoyance,Illusions,4,v s m,0,90,0
,Aid,Conjuration,5,m,60,60,0
,Animate dead,Transmutation,10,v,0,90,10
,Bane,Divination,7,v s m,60,30,1
,Animal Messenger,Transmutation,5,v s m,0,30,0
,Clone,Illusions,5,v s m,30,0,10
,Prismatic Wall,Transmutation,1,m,0,90,1
,Animate Objects,Abjuration,6,v s m,60,60,10
,Gust of Wind,Evocation,1,s,90,60,10
,Antimagic Field,Divination,3,v s m,60,90,8
,Haste,Enchantment,4,v s,60,0,1
,Inflict Wounds,Transmutation,4,v,120,120,10
,Fireball,Evocation,4,v s m,60,30,1
,Hideous Laughter,Divination,10,m,30,0,1
,Aid,Divination,2,v s,120,90,0
,Clairvoyance,Necromancy,5,v s m,60,0,10
,Animal Shape,Conjuration,6,s,90,60,0
,Arcane Sword,Illusions,10,s,30,60,0
,Clairvoyance,Conjuration,6,v,60,120,10
,Clairvoyance,Evocation,5,v s,120,30,8
,Prismatic Wall,Evocation,5,v s m,60,30,1
,Freezing Sphere,Necromancy,8,v s m,30,90,10
,Sequester,Transmutation,3,v,60,120,0
,Acid Splash,Enchantment,3,m,30,60,0
,Acid Splash,Necromancy,7,v s m,30,30,1
,Alarm,Necromancy,6,v s,60,30,10
,Secret Chest,Illusions,8,v,90,120,8
,Inflict Wounds,Abjuration,4,m,30,60,10
,Antimagic Field,Necromancy,3,v s,60,30,8
,Sequester,Necromancy,9,v,30,0,0
,Animal Messenger,Transmutation,3,v s,120,30,1
,Beacon of Hope,Transmutation,9,v s,120,30,10
,Bane,Conjuration,8,v,60,30,0
,Sequester,Evocation,10,m,120,0,0
,Rope Trick,Enchantment,4,v s m,90,60,0
,Arcane Eye,Transmutation,8,v s m,90,0,1
,Animal Shape,Divination,1,v,60,90,8
,Banishment,Abjuration,8,v,90,0,0
,Acid Arrow,Abjuration,7,m,0,90,0
,Arcane Sword,Abjuration,5,s,90,30,10
,Animal Friendship,Illusions,5,v s m,90,120,10
,Bane,Abjuration,7,s,60,60,1
,Animate Objects,Conjuration,3,v s m,90,60,0
,Gust of Wind,Enchantment,9,m,120,120,10
,Insect Plague,Enchantment,7,m,30,60,10
,Secret Chest,Transmutation,7,v s,120,120,10
,Entangle,Necromancy,6,s,90,60,8
,Animate dead,Conjuration,6,v s m,90,30,10
,Acid Arrow,Evocation,9,v s m,30,30,1
,Enthrall,Abjuration,7,s,90,90,0
,Insect Plague,Illusions,7,v s,0,120,8
,Harm,Transmutation,5,s,60,60,0
,Antlife Shell,Transmutation,2,v,90,90,0
,Entangle,Illusions,4,m,0,90,10
,Sequester,Illusions,5,m,30,120,10
,Bane,Transmutation,5,v s m,30,0,0
,Acid Arrow,Conjuration,10,s,60,60,0
,Clairvoyance,Enchantment,8,v s,0,120,0
,Antimagic Field,Necromancy,3,m,90,0,8
,Hideous Laughter,Evocation,6,v,120,0,10
,Bane,Illusions,4,v,60,90,0
,Arcane Sword,Illusions,4,v s,30,90,8
,Fly,Evocation,7,m,90,30,10
,Animate Objects,Divination,5,v,90,120,10
,Arcane Lock,Divination,4,m,90,120,10
,Alarm,Illusions,6,v s,60,60,10
,Antlife Shell,Conjuration,1,v,0,30,1
,Animate dead,Transmutation,5,s,30,0,0
,Animate Objects,Abjuration,1,v,0,30,10
,Animal Friendship,Abjuration,8,v s m,0,60,8
,Antimagic Field,Evocation,8,v,60,30,8
,Antimagic Field,Transmutation,3,s,60,120,1
,Animate Objects,Necromancy,8,v s m,60,0,8
,Insect Plague,Transmutation,3,m,60,90,10
,Secret Chest,Evocation,3,s,30,90,10
,Hideous Laughter,Enchantment,7,s,0,30,1
,Acid Splash,Illusions,6,v,0,120,1
,Acid Splash,Transmutation,3,v s m,0,120,8
,Clone,Evocation,6,v,120,120,0
,Fly,Evocation,8,m,0,60,10
,Insect Plague,Illusions,8,v s,60,120,10
,Antimagic Field,Divination,2,v s,60,30,0
,Entangle,Evocation,3,m,0,90,1
,Hideous Laughter,Necromancy,9,v s,30,90,10
,Banishment,Evocation,10,s,0,0,8
,Acid Splash,Necromancy,2,v,0,90,8
,Beacon of Hope,Illusions,10,v s m,120,30,0
,Animate Objects,Divination,6,s,90,120,8
,Arcane Lock,Abjuration,6,s,0,30,8
,Freezing Sphere,Divination,4,m,60,120,8
,Antimagic Field,Necromancy,5,v s m,120,30,10
,Color Spray,Enchantment,6,v,0,30,0
,Aid,Enchantment,5,s,60,90,1
,Gust of Wind,Transmutation,9,v s m,60,90,10
,Animal Messenger,Abjuration,1,v,120,90,10
,Arcane Hand,Conjuration,8,s,0,120,8
,Animal Shape,Transmutation,2,s,120,60,1
,Inflict Wounds,Enchantment,10,v s,30,60,10
,Beacon of Hope,Illusions,4,m,120,60,10
,Beacon of Hope,Conjuration,5,v s,90,30,1
,Insect Plague,Transmutation,1,v s,120,0,10
,Entangle,Transmutation,3,v s,30,0,1
,Clairvoyance,Necromancy,10,m,90,0,0
,Antipathy Sympathy,Enchantment,3,v,30,60,8
,Antlife Shell,Conjuration,10,v s,90,120,0
,Gust of Wind,Evocation,4,v s,0,0,0
,Acid Arrow,Divination,3,s,60,30,1
,Antipathy Sympathy,Divination,10,v s m,0,60,10
,Sequester,Illusions,10,m,0,90,10
,Arcane Lock,Illusions,1,v s m,30,30,8
,Clone,Abjuration,5,v s,120,30,10
,Color Spray,Divination,2,v s m,120,30,0
,Inflict Wounds,Enchantment,7,v,120,0,0
,Insect Plague,Divination,10,v,90,0,1
,Arcane Eye,Conjuration,9,s,60,0,1
,Harm,Illusions,9,v s m,30,0,1
,Gust of Wind,Necromancy,3,s,60,90,0
,Alter Self,Evocation,3,v s m,120,60,1
,Animal Messenger,Enchantment,1,v s m,120,90,0
,Entangle,Conjuration,9,v,90,0,8
,Beacon of Hope,Illusions,8,v s,30,120,8
,Secret Chest,Divination,7,v,0,30,1
,Animal Shape,Transmutation,3,s,30,0,1
,Clone,Transmutation,2,m,60,90,1
,Gust of Wind,Abjuration,2,s,30,0,8
,Animal Friendship,Enchantment,2,v s,30,30,1
,Gust of Wind,Transmutation,3,v s,90,0,8
,Freezing Sphere,Necromancy,8,v s,90,30,10
,Harm,Divination,7,v s m,30,0,0
,Animal Friendship,Illusions,1,m,0,60,8
,Entangle,Enchantment,4,m,30,120,8
,Entangle,Abjuration,3,v s m,90,120,1
,Antipathy Sympathy,Necromancy,9,m,0,30,10
,Secret Chest,Illusions,6,v s,0,120,0
,Antimagic Field,Divination,1,m,90,30,10
,Animal Messenger,Abjuration,2,v s m,30,0,8
,Aid,Illusions,5,v,30,0,1
,Acid Splash,Transmutation,7,v,0,30,10
,Freezing Sphere,Conjuration,6,v s,30,30,8
,Prismatic Wall,Evocation,6,m,60,60,10
,Antlife Shell,Transmutation,4,m,60,60,8
,Animate Objects,Necromancy,2,s,120,90,0
,Color Spray,Illusions,5,v s,120,90,1
,Animate Objects,Abjuration,2,m,30,60,10
,Entangle,Necromancy,10,s,120,90,0
,Arcane Eye,Conjuration,1,m,90,60,0
,Arcane Eye,Divination,2,v s m,0,60,8
,Bane,Divination,3,m,0,120,0
,Entangle,Necromancy,8,s,30,90,10
,Acid Arrow,Enchantment,9,v s m,90,120,0
,Animate dead,Necromancy,2,v s,0,60,8
,Antlife Shell,Conjuration,7,v s,90,90,8
,Animal Friendship,Evocation,4,m,30,90,10
,Entangle,Necromancy,9,s,120,0,0
,Arcane Eye,Abjuration,7,s,120,90,0
,Beacon of Hope,Evocation,9,v s,0,90,0
,Enthrall,Illusions,3,m,0,0,0
,Animal Shape,Evocation,9,s,60,60,10
,Arcane Hand,Divination,3,s,120,30,0
,Enthrall,Illusions,9,v,120,60,1
,Animate dead,Divination,10,v s,30,30,10
,Alarm,Necromancy,6,v s m,30,120,1
,Banishment,Abjuration,1,s,90,120,10
,Harm,Divination,1,v,30,120,0
,Clairvoyance,Necromancy,7,v s,0,90,0
,Fly,Divination,1,v s,60,120,8
,Harm,Divination,9,v s m,90,60,8
,Color Spray,Illusions,6,v,60,30,8
,Inflict Wounds,Conjuration,1,s,120,120,0
,Fly,Transmutation,1,s,30,0,0
,Fly,Abjuration,7,m,90,0,8
,Animate dead,Enchantment,5,v,60,0,10
,Clairvoyance,Abjuration,4,v s m,30,90,0
,Insect Plague,Enchantment,5,m,0,60,8
,Alter Self,Transmutation,1,m,60,0,10
,Hideous Laughter,Enchantment,9,v s,120,60,8
,Bane,Enchantment,6,s,60,60,1
,Secret Chest,Necromancy,6,v s,60,30,8
,Harm,Abjuration,3,s,120,30,10
,Enthrall,Conjuration,7,m,30,60,10
,Bane,Necromancy,7,s,120,0,1
,Clone,Divination,2,s,90,90,10
,Clone,Conjuration,5,v s,60,60,8
,Hideous Laughter,Abjuration,10,m,120,90,10
,Beacon of Hope,Necromancy,1,v s,90,60,0
,Arcane Lock,Illusions,4,v s,0,120,1
,Alarm,Illusions,4,m,30,120,0
,Antimagic Field,Enchantment,4,m,60,90,0
,Banishment,Evocation,6,m,0,120,0
,Harm,Abjuration,1,m,120,30,10
,Animate dead,Illusions,8,v,120,90,1
,Haste,Divination,6,m,30,120,10
,Arcane Sword,Divination,3,m,60,30,10
,Aid,Necromancy,7,s,120,120,1
,Haste,Conjuration,1,s,60,90,10
,Alter Self,Illusions,1,s,120,60,8
,Animal Friendship,Transmutation,9,v s,120,120,10
,Fireball,Transmutation,4,s,90,90,10
,Arcane Hand,Enchantment,7,s,60,90,1
,Sequester,Evocation,9,v s m,60,30,10
,Fly,Divination,5,m,30,60,0
,Antlife Shell,Divination,8,v s m,90,0,10
,Sequester,Enchantment,2,v s,90,60,1
,Inflict Wounds,Divination,5,m,60,90,0
,Hideous Laughter,Transmutation,3,v,0,120,10
,Insect Plague,Illusions,9,v s,90,90,0
,Haste,Divination,1,v,0,30,8
,Fly,Enchantment,5,v,120,30,8
,Color Spray,Necromancy,10,v,120,0,8
,Enthrall,Enchantment,7,v,60,0,1
,Bane,Abjuration,6,m,120,120,1
,Animal Shape,Enchantment,10,s,90,90,0
,Aid,Conjuration,6,s,120,120,10
,Inflict Wounds,Divination,9,v s m,120,60,1
,Haste,Enchantment,9,v,120,0,8
,Rope Trick,Evocation,9,s,90,120,0
,Entangle,Necromancy,2,v,60,90,0
,Haste,Divination,7,m,120,120,8
,Animate Objects,Illusions,6,v s,120,30,8
,Enthrall,Transmutation,6,m,120,90,1
,Prismatic Wall,Necromancy,1,s,0,0,0
,Alarm,Necromancy,5,s,30,0,1
,Bane,Enchantment,10,s,90,30,10
,Animal Shape,Abjuration,9,v,30,30,10
,Fireball,Enchantment,5,s,60,120,8
,Bane,Transmutation,9,s,60,30,10
,Hideous Laughter,Enchantment,1,m,60,60,0
,Bane,Necromancy,7,v,60,30,8
,Bane,Divination,1,s,120,90,8
,Gust of Wind,Necromancy,2,m,120,120,0
,Animal Shape,Abjuration,7,v,90,60,8
,Fly,Enchantment,1,s,0,120,10
,Acid Arrow,Enchantment,7,s,90,0,10
,Animate Objects,Necromancy,1,v s,0,30,8
,Gust of Wind,Divination,10,v s m,30,120,8
,Clairvoyance,Enchantment,1,v,30,0,1
,Alarm,Necromancy,9,v s,0,120,0
,Acid Arrow,Evocation,9,v s m,120,60,8
,Animal Friendship,Transmutation,10,v,60,60,1
,Fireball,Evocation,9,v,60,90,1
,Enthrall,Illusions,7,s,30,60,10
,Bane,Illusions,3,v,30,0,1
,Clone,Divination,5,v,120,0,1
,Secret Chest,Divination,10,m,90,60,8
,Harm,Necromancy,8,v s m,120,90,8
,Animal Messenger,Abjuration,8,v s m,90,30,10
,Prismatic Wall,Evocation,10,v s m,0,120,10
,Entangle,Conjuration,6,v s,30,90,10
,Antlife Shell,Enchantment,4,m,90,90,8
,Animal Friendship,Illusions,1,v s,90,120,0
,Clone,Necromancy,8,s,60,120,8
,Insect Plague,Evocation,8,v,120,60,10
,Rope Trick,Necromancy,2,s,90,0,8
,Acid Arrow,Abjuration,1,m,30,90,1
,Aid,Transmutation,9,s,60,60,8
,Arcane Hand,Necromancy,6,m,120,0,0
,Gust of Wind,Divination,5,v s m,90,60,1
,Fly,Necromancy,3,v s m,60,90,8
,Harm,Illusions,3,s,60,60,10
,Clairvoyance,Conjuration,6,s,90,90,10
,Acid Splash,Evocation,2,v,120,30,10
,Arcane Hand,Transmutation,5,v s,30,30,10
,Beacon of Hope,Necromancy,2,m,30,60,0
,Gust of Wind,Enchantment,10,v s,30,120,8
,Antimagic Field,Abjuration,5,v s m,120,90,1
,Arcane Sword,Conjuration,4,v s,0,60,0
,Alter Self,Transmutation,10,v,60,90,0
,Insect Plague,Divination,9,v s m,0,0,8
,Clone,Abjuration,1,v s m,30,90,10
,Inflict Wounds,Enchantment,7,v,120,90,1
,Antlife Shell,Divination,5,v s m,120,90,0
,Freezing Sphere,Necromancy,7,m,120,120,1
,Gust of Wind,Divination,10,m,30,90,1
,Alter Self,Illusions,10,v,90,0,10
,Antlife Shell,Necromancy,8,v s,60,30,8
,Arcane Eye,Divination,9,s,0,30,1
,Hideous Laughter,Transmutation,7,s,30,0,1
,Haste,Enchantment,4,s,30,0,10
,Arcane Sword,Illusions,10,s,90,90,8
,Animal Shape,Enchantment,8,v,120,90,1
,Antipathy Sympathy,Conjuration,5,v s m,120,30,10
,Antlife Shell,Transmutation,8,v s,0,60,1
,Arcane Hand,Conjuration,3,v,30,120,1
,Banishment,Abjuration,10,m,90,0,0
,Acid Arrow,Abjuration,2,s,60,120,10
,Rope Trick,Transmutation,7,s,90,120,8
,Entangle,Enchantment,7,v s m,0,60,0
,Beacon of Hope,Conjuration,10,s,120,30,0
,Antimagic Field,Evocation,6,v s m,30,0,10
,Fireball,Enchantment,5,v s,90,60,8
,Freezing Sphere,Necromancy,8,v,30,30,0
,Secret Chest,Abjuration,1,v s,120,30,1
,Harm,Transmutation,6,s,0,90,0
,Antimagic Field,Enchantment,3,v,30,60,10
,Fireball,Divination,6,v s,0,120,0
,Antimagic Field,Transmutation,3,m,0,0,1
,Haste,Abjuration,7,v,30,120,0
,Acid Splash,Enchantment,8,s,30,30,0
,Hideous Laughter,Divination,1,v s,30,60,1
,Antimagic Field,Conjuration,1,v,30,90,8
,Banishment,Abjuration,8,v s,60,0,1
,Alter Self,Illusions,9,v s m,90,0,1
,Antimagic Field,Illusions,2,m,0,0,0
,Antipathy Sympathy,Necromancy,1,s,0,30,1
,Color Spray,Transmutation,10,v s,120,120,1
,Rope Trick,Necromancy,6,v s,120,0,1
,Aid,Transmutation,3,m,30,30,8
,Enthrall,Abjuration,5,v,120,30,0
,Haste,Transmutation,7,m,120,0,10
,Alter Self,Divination,10,v,120,90,1
,Clairvoyance,Enchantment,6,v s,0,120,10
,Animal Messenger,Divination,2,m,0,60,0
,Gust of Wind,Necromancy,4,s,60,60,1
,Banishment,Necromancy,10,v,120,60,0
,Harm,Divination,4,m,60,30,0
,Freezing Sphere,Evocation,1,m,0,60,1
,Alter Self,Abjuration,1,v,90,90,1
,Secret Chest,Illusions,2,v s,60,0,10
,Aid,Abjuration,6,s,0,90,8
,Arcane Hand,Enchantment,1,v s,60,120,8
,Sequester,Conjuration,6,v s,30,90,8
,Prismatic Wall,Divination,9,m,90,0,0
,Clone,Evocation,10,v s,120,0,8
,Clone,Enchantment,4,s,90,90,8
,Clone,Conjuration,3,m,0,30,8
,Inflict Wounds,Transmutation,9,v s m,60,60,0
,Haste,Necromancy,4,m,30,90,1
,Freezing Sphere,Enchantment,6,v s,90,90,10
,Animal Friendship,Necromancy,2,v,120,60,8
,Arcane Lock,Evocation,9,s,120,30,10
,Sequester,Enchantment,9,m,60,0,10
,Haste,Transmutation,8,m,120,30,0
,Haste,Transmutation,2,v s,120,30,8
,Rope Trick,Enchantment,4,m,120,0,0
,Animal Friendship,Evocation,5,v s m,60,90,1
,Clairvoyance,Evocation,4,v s,60,0,10
,Gust of Wind,Enchantment,9,m,30,60,1
,Fly,Enchantment,3,v s m,90,120,8
,Banishment,Necromancy,8,v,0,120,1
,Antipathy Sympathy,Enchantment,6,v,30,120,0
,Hideous Laughter,Evocation,3,m,60,90,0
,Arcane Hand,Abjuration,4,m,30,90,1
,Animal Friendship,Abjuration,8,v,120,0,0
,Prismatic Wall,Illusions,3,s,60,30,1
,Harm,Evocation,6,s,60,30,1
,Clone,Evocation,4,v,30,30,10
,Antipathy Sympathy,Evocation,9,v s m,0,90,0
,Prismatic Wall,Enchantment,9,m,120,30,8
,Haste,Illusions,2,m,90,120,10
,Antipathy Sympathy,Illusions,5,v s m,120,60,1
,Enthrall,Abjuration,10,v s m,60,120,10
,Arcane Sword,Transmutation,2,m,30,120,8
,Animate Objects,Transmutation,8,v s,0,120,8
,Prismatic Wall,Evocation,5,v s m,120,90,8
,Animal Messenger,Necromancy,10,v s m,120,0,10
,Gust of Wind,Abjuration,9,v,0,90,8
,Enthrall,Divination,4,s,90,60,1
,Animal Shape,Abjuration,2,v s m,60,90,1
,Sequester,Necromancy,8,v s,120,30,1
,Alter Self,Abjuration,9,m,120,120,10
,Beacon of Hope,Evocation,3,v s m,120,30,1
,Clairvoyance,Conjuration,1,m,30,30,10
,Arcane Hand,Necromancy,6,v,30,60,1
,Hideous Laughter,Transmutation,2,s,60,120,0
,Aid,Conjuration,5,m,120,30,10
,Animate dead,Abjuration,1,m,30,90,0
,Beacon of Hope,Transmutation,4,m,120,120,1
,Acid Arrow,Enchantment,7,v s m,30,0,1
,Antipathy Sympathy,Transmutation,3,m,90,60,1
,Animate Objects,Evocation,2,v,120,90,0
,Bane,Necromancy,5,v s,90,120,1
,Sequester,Illusions,7,v,0,60,0
,Inflict Wounds,Enchantment,3,v s,60,0,10
,Antimagic Field,Necromancy,2,v,30,0,1
,Arcane Lock,Abjuration,1,s,30,90,10
,Clairvoyance,Enchantment,5,s,120,90,8
,Alarm,Illusions,2,m,120,30,1
,Hideous Laughter,Conjuration,2,s,30,0,1
,Arcane Lock,Transmutation,8,v s,0,60,8
,Beacon of Hope,Necromancy,5,v s,30,0,0
,Fireball,Evocation,4,v s,120,120,10
,Antimagic Field,Divination,3,v s m,120,30,1
,Alarm,Necromancy,9,v s m,120,60,1
,Color Spray,Evocation,1,v,90,120,0
,Antimagic Field,Illusions,1,v s,60,90,0
,Arcane Eye,Conjuration,7,v,0,30,0
,Alarm,Necromancy,7,v s,30,0,0
,Insect Plague,Necromancy,10,v,120,30,1
,Animal Shape,Abjuration,1,v s m,90,120,1
,Animal Friendship,Evocation,10,v s,60,30,0
,Freezing Sphere,Illusions,1,v,120,30,8
,Prismatic Wall,Evocation,6,v,0,60,1
,Secret Chest,Necromancy,8,m,60,90,8
,Insect Plague,Evocation,8,v,60,30,8
,Harm,Transmutation,3,m,60,120,0
,Animal Friendship,Transmutation,5,v,0,60,8
,Arcane Hand,Divination,1,m,60,30,0
,Color Spray,Transmutation,6,m,120,0,0
,Sequester,Evocation,10,s,30,0,8
,Fly,Evocation,6,m,30,120,1
,Arcane Hand,Conjuration,9,m,90,60,8
,Alarm,Conjuration,4,v s,90,30,1
,Haste,Divination,6,v s m,30,120,10
,Acid Arrow,Necromancy,5,v s,60,60,10
,Freezing Sphere,Necromancy,8,v,0,120,8
,Acid Arrow,Divination,8,v s m,0,0,10
,Animal Shape,Evocation,8,v s m,120,90,1
,Animal Friendship,Divination,6,s,30,30,0
,Beacon of Hope,Abjuration,9,m,0,0,0
,Clone,Illusions,2,m,60,0,1
,Haste,Necromancy,7,v s,90,60,10
,Enthrall,Necromancy,9,v s m,90,0,1
,Animal Friendship,Illusions,4,v,60,60,8
,Clairvoyance,Enchantment,1,m,120,120,0
,Haste,Transmutation,1,m,0,90,8
,Freezing Sphere,Necromancy,8,s,60,90,1
,Acid Arrow,Divination,4,s,60,0,1
,Animate Objects,Enchantment,2,v,90,120,1
,Insect Plague,Illusions,8,v s,60,60,0
,Bane,Transmutation,6,v,120,60,8
,Antimagic Field,Conjuration,7,v s,120,0,1
,Rope Trick,Evocation,10,m,0,30,8
,Animate dead,Divination,1,v,0,60,1
,Animate Objects,Conjuration,7,m,30,90,1
,Antimagic Field,Evocation,10,s,0,60,1
,Acid Splash,Abjuration,3,v,0,0,1
,Rope Trick,Divination,5,v s,90,0,8
,Inflict Wounds,Illusions,7,v s,30,60,0
,Arcane Lock,Illusions,9,v s,30,0,0
,Fly,Illusions,10,v s,60,120,10
,Secret Chest,Illusions,2,v s,120,30,1
,Fireball,Transmutation,7,v s,30,120,1
,Arcane Eye,Abjuration,1,v,30,0,10
,Animal Shape,Illusions,10,m,60,0,1
,Acid Arrow,Illusions,1,v s,90,0,0
,Haste,Abjuration,8,v,30,60,0
,Insect Plague,Conjuration,3,s,60,30,10
,Antimagic Field,Transmutation,3,v s m,120,120,10
,Inflict Wounds,Evocation,5,s,0,90,1
,Acid Splash,Conjuration,1,v s,30,120,1
,Clairvoyance,Illusions,8,v s m,120,30,0
,Inflict Wounds,Necromancy,4,m,90,30,0
,Antipathy Sympathy,Conjuration,3,m,90,0,1
,Arcane Eye,Transmutation,9,s,120,30,8
,Aid,Divination,8,v,60,30,8
,Alter Self,Enchantment,4,m,60,60,0
,Acid Splash,Enchantment,3,m,60,120,1
,Haste,Transmutation,2,m,0,0,1
,Antipathy Sympathy,Evocation,8,v,0,120,1
,Rope Trick,Necromancy,2,m,120,60,1
,Animal Messenger,Necromancy,2,v s,120,30,10
,Enthrall,Evocation,3,s,0,60,8
,Prismatic Wall,Evocation,5,v s m,30,120,0
,Rope Trick,Conjuration,7,s,90,0,0
,Haste,Abjuration,8,m,30,120,0
,Freezing Sphere,Divination,3,m,90,30,8
,Gust of Wind,Abjuration,7,m,0,30,0
,Color Spray,Abjuration,5,v,0,30,8
,Inflict Wounds,Abjuration,9,v s,90,90,8
,Animate dead,Enchantment,1,v s,30,0,10
,Freezing Sphere,Abjuration,4,m,90,0,10
,Clone,Abjuration,9,m,60,90,8
,Aid,Conjuration,7,v s m,0,90,0
,Beacon of Hope,Transmutation,8,m,90,90,10
,Antimagic Field,Evocation,3,m,120,0,0
,Antipathy Sympathy,Transmutation,1,v s,0,60,10
,Antipathy Sympathy,Enchantment,5,m,0,120,8
,Bane,Divination,6,v s m,30,30,1
,Hideous Laughter,Evocation,1,v s m,90,60,8
,Animate dead,Divination,5,v,60,30,8
,Animate dead,Divination,2,m,60,0,8
,Freezing Sphere,Divination,8,v,30,90,10
,Arcane Eye,Transmutation,2,m,90,120,0
,Arcane Eye,Evocation,2,v,120,0,0
,Bane,Transmutation,9,s,90,60,8
,Arcane Sword,Necromancy,5,v s,90,120,8
,Animate dead,Illusions,6,v s m,90,120,10
,Acid Splash,Necromancy,8,v,60,30,0
,Animate Objects,Abjuration,4,v s m,90,120,8
,Aid,Conjuration,4,v s,30,60,1
,Aid,Enchantment,6,s,30,60,8
,Acid Arrow,Conjuration,2,v,30,60,10
,Arcane Eye,Evocation,2,s,120,90,8
,Animal Shape,Divination,9,v,30,90,10
,Animal Shape,Conjuration,6,v s m,60,30,10
,Animal Shape,Conjuration,8,m,90,30,1
,Animate Objects,Abjuration,4,v s m,60,0,0
,Entangle,Divination,4,v s m,90,120,1
,Animal Messenger,Illusions,8,m,60,60,0
,Sequester,Abjuration,7,v s,90,30,8
,Rope Trick,Necromancy,6,m,120,0,0
