E_ID,Eq_Name,Price
,Rod,246
,Abacus,931
,Block and Tackle,462
,Blowgun Needles,889
,Crossbow Bolts,931
,Candle,303
,Staff,186
,Crystal,328
,Block and Tackle,431
,Sling Bullets,126
,Basket,326
,Arrows,538
,Arrows,172
,Rod,374
,Totem,718
,Ball Bearings,621
,Wooden Staff,694
,Weapon,329
,Amulet,810
,Acid,39
,Candle,180
,Wand,384
,Wand,180
,Abacus,468
,Wand,219
,Wand,803
,Ball Bearings,546
,Orb,408
,Bedroll,744
,Armor,552
,Basket,290
,Staff,648
,Reliquary,402
,Wooden Staff,204
,Blanket,524
,Armor,849
,Basket,880
,Spring Mistletoe,647
,Block and Tackle,324
,Spring Mistletoe,91
,Arrows,458
,Bedroll,536
,Acid,431
,Crystal,405
,Backpack,579
,Totem,489
,Crystal,567
,Alchemist Fire,726
,Wand,110
,Staff,643
,Ball Bearings,847
,Arrows,294
,Acid,54
,Spring Mistletoe,778
,Basket,115
,Yew Wand,326
,Sling Bullets,833
,Totem,265
,Antitoxin,565
,Staff,240
,Basket,258
,Weapon,706
,Spring Mistletoe,543
,Bell,938
,Emblem,463
,Crystal,778
,Wooden Staff,667
,Crossbow Bolts,563
,Orb,618
,Bedroll,415
,Block and Tackle,375
,Wand,197
,Bell,205
,Candle,898
,Crystal,393
,Crystal,1000
,Bedroll,801
,Wooden Staff,130
,Yew Wand,770
,Sling Bullets,387
,Block and Tackle,20
,Sling Bullets,706
,Block and Tackle,413
,Crystal,235
,Bedroll,134
,Crystal,482
,Bell,703
,Blanket,942
,Sling Bullets,844
,Acid,403
,Orb,826
,Backpack,690
,Sling Bullets,829
,Abacus,907
,Antitoxin,557
,Alchemist Fire,140
,Yew Wand,811
,Block and Tackle,234
,Acid,557
,Totem,835
,Wand,667
,Backpack,774
,Totem,618
,Abacus,781
,Armor,748
,Crystal,247
,Crossbow Bolts,733
,Totem,899
,Rod,914
,Staff,451
,Yew Wand,124
,Staff,550
,Weapon,543
,Alchemist Fire,237
,Blowgun Needles,305
,Basket,88
,Block and Tackle,345
,Crystal,707
,Backpack,553
,Rod,804
,Abacus,103
,Staff,844
,Weapon,545
,Blanket,255
,Blanket,124
,Candle,47
,Yew Wand,539
,Abacus,836
,Rod,829
,Armor,353
,Backpack,461
,Crystal,441
,Antitoxin,950
,Sling Bullets,481
,Acid,443
,Blanket,983
,Block and Tackle,557
,Treasure,796
,Ball Bearings,42
,Rod,899
,Crystal,945
,Blowgun Needles,785
,Crystal,593
,Emblem,184
,Sling Bullets,275
,Arrows,223
,Alchemist Fire,457
,Block and Tackle,648
,Antitoxin,915
,Basket,596
,Sling Bullets,960
,Ball Bearings,101
,Wand,97
,Staff,451
,Rod,17
,Weapon,148
,Weapon,457
,Arrows,403
,Blanket,591
,Abacus,408
,Crystal,613
,Candle,178
,Antitoxin,584
,Block and Tackle,749
,Ball Bearings,879
,Totem,746
,Armor,86
,Spring Mistletoe,362
,Alchemist Fire,24
,Abacus,547
,Orb,30
,Acid,612
,Wand,335
,Alchemist Fire,659
,Blowgun Needles,897
,Sling Bullets,676
,Bell,765
,Crystal,736
,Crossbow Bolts,296
,Staff,282
,Treasure,620
,Backpack,572
,Block and Tackle,905
,Backpack,345
,Wand,767
,Alchemist Fire,910
,Crossbow Bolts,998
,Totem,12
,Barrel,505
,Acid,807
,Totem,656
,Emblem,316
,Totem,56
,Reliquary,336
,Treasure,949
,Bell,325
,Totem,208
,Sling Bullets,466
,Weapon,836
,Arrows,270
,Bell,616
,Orb,464
,Ball Bearings,437
,Arrows,31
,Spring Mistletoe,721
,Crossbow Bolts,838
,Blowgun Needles,116
,Emblem,839
,Weapon,234
,Yew Wand,115
,Alchemist Fire,394
,Yew Wand,764
,Antitoxin,799
,Barrel,299
,Alchemist Fire,680
,Orb,842
,Sling Bullets,429
,Armor,912
,Totem,904
,Antitoxin,476
,Emblem,376
,Reliquary,721
,Bell,797
,Armor,351
,Backpack,439
,Arrows,172
,Spring Mistletoe,362
,Arrows,46
,Treasure,598
,Emblem,612
,Bell,429
,Block and Tackle,273
,Barrel,959
,Wand,640
,Reliquary,395
,Abacus,307
,Backpack,131
,Alchemist Fire,583
,Candle,629
,Block and Tackle,753
,Orb,520
,Blanket,842
,Block and Tackle,459
,Candle,617
,Treasure,11
,Blanket,638
,Reliquary,994
,Block and Tackle,872
,Backpack,739
,Amulet,557
,Abacus,605
,Wand,890
,Ball Bearings,846
,Totem,75
,Armor,262
,Bell,84
,Spring Mistletoe,16
,Rod,692
,Rod,724
,Sling Bullets,872
,Wand,426
,Block and Tackle,627
,Weapon,972
,Staff,693
,Staff,755
,Spring Mistletoe,612
,Ball Bearings,583
,Block and Tackle,694
,Totem,765
,Staff,18
,Staff,258
,Arrows,979
,Barrel,273
,Weapon,236
,Alchemist Fire,893
,Crystal,618
,Antitoxin,605
,Staff,157
,Crossbow Bolts,21
,Totem,351
,Wooden Staff,81
,Candle,566
,Candle,98
,Amulet,316
,Rod,650
,Yew Wand,774
,Candle,958
,Treasure,253
,Alchemist Fire,62
,Armor,143
,Armor,15
,Crossbow Bolts,546
,Sling Bullets,258
,Wooden Staff,219
,Spring Mistletoe,607
,Abacus,259
,Antitoxin,878
,Bedroll,144
,Crossbow Bolts,720
,Antitoxin,367
,Spring Mistletoe,272
,Backpack,832
,Orb,898
,Armor,854
,Blowgun Needles,429
,Treasure,34
,Wooden Staff,704
,Sling Bullets,145
,Arrows,301
,Amulet,552
,Crystal,147
,Reliquary,74
,Backpack,579
,Wooden Staff,174
,Backpack,581
,Antitoxin,973
,Blanket,763
,Bedroll,455
,Basket,65
,Bedroll,943
,Crossbow Bolts,644
,Orb,264
,Weapon,586
,Backpack,786
,Staff,133
,Wand,560
,Arrows,446
,Arrows,56
,Barrel,894
,Blanket,565
,Antitoxin,69
,Antitoxin,185
,Sling Bullets,9
,Weapon,540
,Crystal,772
,Block and Tackle,590
,Ball Bearings,70
,Wooden Staff,181
,Wand,236
,Bedroll,694
,Block and Tackle,660
,Ball Bearings,242
,Weapon,199
,Wooden Staff,833
,Candle,105
,Acid,938
,Reliquary,747
,Rod,194
,Antitoxin,496
,Armor,470
,Totem,813
,Yew Wand,593
,Blowgun Needles,827
,Wand,586
,Weapon,903
,Abacus,586
,Orb,160
,Candle,64
,Staff,585
,Antitoxin,973
,Acid,395
,Antitoxin,250
,Weapon,338
,Candle,71
,Reliquary,863
,Crystal,9
,Totem,632
,Block and Tackle,29
,Alchemist Fire,472
,Blowgun Needles,590
,Treasure,656
,Weapon,376
,Ball Bearings,879
,Alchemist Fire,557
,Barrel,860
,Basket,351
,Block and Tackle,694
,Totem,203
,Amulet,411
,Wooden Staff,156
,Rod,314
,Blowgun Needles,548
,Sling Bullets,533
,Candle,447
,Staff,337
,Spring Mistletoe,960
,Block and Tackle,154
,Crossbow Bolts,6
,Armor,405
,Treasure,575
,Backpack,47
,Emblem,182
,Ball Bearings,452
,Acid,770
,Abacus,405
,Candle,457
,Antitoxin,977
,Crystal,900
,Emblem,538
,Alchemist Fire,824
,Rod,74
,Blanket,777
,Alchemist Fire,751
,Wooden Staff,962
,Rod,76
,Rod,800
,Totem,313
,Bell,238
,Wand,989
,Bedroll,380
,Candle,415
,Crystal,29
,Totem,770
,Armor,159
,Yew Wand,411
,Weapon,889
,Totem,38
,Basket,365
,Backpack,287
,Staff,701
,Reliquary,780
,Bell,840
,Spring Mistletoe,372
,Candle,331
,Amulet,860
,Barrel,855
,Blowgun Needles,944
,Basket,617
,Totem,302
,Armor,548
,Crystal,642
,Staff,156
,Ball Bearings,507
,Alchemist Fire,241
,Ball Bearings,746
,Wooden Staff,168
,Block and Tackle,726
,Armor,645
,Crossbow Bolts,214
,Bell,773
,Orb,986
,Crystal,596
,Rod,331
,Alchemist Fire,225
,Blanket,937
,Basket,25
,Yew Wand,142
,Armor,113
,Reliquary,362
,Antitoxin,659
,Basket,473
,Amulet,310
,Totem,738
,Yew Wand,534
,Crossbow Bolts,57
,Backpack,381
,Emblem,625
,Orb,933
,Backpack,33
,Acid,685
,Alchemist Fire,302
,Amulet,779
,Wand,708
,Basket,783
,Antitoxin,911
,Ball Bearings,55
,Crystal,187
,Arrows,825
,Sling Bullets,61
,Bell,946
,Rod,443
,Weapon,699
,Wand,170
,Barrel,842
,Bell,480
,Wand,989
,Weapon,888
,Backpack,116
,Reliquary,618
,Rod,553
,Weapon,468
,Blowgun Needles,360
,Bell,557
,Totem,102
,Staff,4
,Emblem,655
,Emblem,184
,Bell,907
,Acid,512
,Yew Wand,132
,Armor,824
,Crossbow Bolts,46
,Ball Bearings,840
,Arrows,721
,Wooden Staff,896
,Crossbow Bolts,739
,Crossbow Bolts,7
,Crystal,662
,Staff,128
,Spring Mistletoe,901
,Yew Wand,625
,Armor,48
,Crossbow Bolts,425
,Barrel,334
,Candle,727
,Bell,122
,Block and Tackle,531
,Block and Tackle,162
,Alchemist Fire,564
,Treasure,989
,Blanket,793
,Alchemist Fire,603
,Blowgun Needles,792
,Alchemist Fire,829
,Staff,284
,Backpack,818
,Crystal,266
,Orb,187
,Reliquary,263
,Antitoxin,566
,Totem,32
,Wand,60
,Blowgun Needles,224
,Block and Tackle,150
,Backpack,186
,Crystal,402
,Arrows,183
,Orb,31
,Spring Mistletoe,766
,Staff,922
,Crossbow Bolts,74
,Basket,789
,Abacus,929
,Abacus,952
,Barrel,827
,Backpack,461
,Blanket,152
,Abacus,712
,Candle,700
,Abacus,71
,Totem,964
,Weapon,150
,Antitoxin,759
,Barrel,940
,Bedroll,756
,Arrows,885
,Wand,475
,Orb,977
,Blanket,400
,Sling Bullets,345
,Block and Tackle,712
,Basket,838
,Backpack,314
,Acid,646
,Antitoxin,619
,Antitoxin,517
,Basket,63
,Backpack,899
,Wooden Staff,376
,Treasure,745
,Antitoxin,796
,Sling Bullets,631
,Blowgun Needles,686
,Blanket,734
,Block and Tackle,601
,Blanket,144
,Block and Tackle,363
,Bell,960
,Treasure,401
,Spring Mistletoe,269
,Block and Tackle,783
,Backpack,696
,Alchemist Fire,445
,Acid,449
,Candle,82
,Orb,39
,Amulet,226
,Bell,131
,Rod,748
,Crossbow Bolts,448
,Wooden Staff,108
,Armor,366
,Staff,949
,Treasure,602
,Orb,705
,Candle,210
,Spring Mistletoe,650
,Sling Bullets,413
,Reliquary,885
,Antitoxin,784
,Alchemist Fire,680
,Wooden Staff,518
,Amulet,494
,Emblem,602
,Antitoxin,404
,Arrows,882
,Emblem,85
,Orb,944
,Bedroll,368
,Totem,881
,Sling Bullets,273
,Emblem,481
,Treasure,724
,Backpack,534
,Basket,588
,Reliquary,203
,Amulet,689
,Bedroll,649
,Alchemist Fire,19
,Reliquary,236
,Antitoxin,757
,Ball Bearings,163
,Blanket,312
,Bedroll,215
,Staff,820
,Bell,112
,Emblem,932
,Reliquary,456
,Wand,988
,Alchemist Fire,955
,Armor,168
,Treasure,206
,Abacus,674
,Staff,312
,Barrel,908
,Acid,700
,Block and Tackle,108
,Wooden Staff,9
,Orb,225
,Blowgun Needles,347
,Alchemist Fire,622
,Staff,785
,Wand,133
,Candle,727
,Arrows,674
,Alchemist Fire,545
,Reliquary,710
,Weapon,460
,Crystal,331
,Ball Bearings,164
,Backpack,7
,Blanket,410
,Candle,467
