"Race_Name","BG_Name","class","Class_Name","subclass","Level","Proficiency","HP","skills","weapons","Spell_Name","Casting_Time","choices","C_Name","PI_ID","PI_Name","Armor_Class","Story","Job","Characteristics","Ability","Training","Eq_Name","Price","Usage","Size","Language","Abilities","Traits","Components","Duration","Speed"
"Tabaxi","Urchin","Monk 2|Rogue 2","Monk|Rogue","|",4,NA,26,"Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Survival|Deception","Shortsword|Dart|Unarmed strike|Unarmed Claw|Crossbow, light",NA,"Int","expertise/Thieves' Tools*Sleight of Hand","cool_archimedes",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Sage","Monk 1","Monk",NA,1,NA,10,"Athletics|Acrobatics|Arcana|History","Quarterstaff|Dart|Unarmed Strike",NA,"Int",NA,"silly_heisenberg",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Folk Hero","Wizard 1","Wizard",NA,1,"Alert",7,"Arcana|Animal Handling|Insight|Medicine|Survival","Quarterstaff",NA,"Int",NA,"vigilant_hertz",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minotaurus","Soldat","Fighter 9|Druid 1","Fighter|Druid","Battle Master|",10,NA,138,"Athletics|Animal Handling|Perception|Intimidation","Greatsword|Net|Handaxe","Dornenpeitsche*0|Mit Tieren reden*1|Tierfreund*1","Int","fighting style/Great Weapon Fighting|combat superiority maneuvers/Precision Attack*Parry*Disarming Attack*Menacing Attack*Goading Attack","frosty_blackburn",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Gnome","Outlander","Ranger 8","Ranger","Beast Master",8,NA,100,"Athletics|Nature|Animal Handling|Perception|Survival","Shortsword|Longbow|Spear|Scimitar|Quarterstaff","Einfache Illusion*0|Dornenhagel*1|Wunden Heilen*1|Zeichen des Jaegers*1|Stille*2|Schwache Genesung*2","Wis","fighting style/Archery","silly_ptolemy",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Folk Hero","Monk 8","Monk","Way of the Open Hand",8,"Resilient|Athlete",67,"Acrobatics|Stealth|Animal Handling|Perception|Survival","Dart|Unarmed Strike|Longbow|Quarterstaff|Longsword",NA,"Int",NA,"romantic_cocks",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Sailor","Fighter 8","Fighter","Eldritch Knight",8,"Tough",120,"Athletics|Acrobatics|Insight|Perception|Intimidation","Hackebeile +3|Mag. Bratpfanne +5|Knueppel|Longsword|Crossbow, Heavy","Klingenbann*0|Zielsicherer Schlag*0|Alarm*1|Brennende Haende*1|Donnerwoge*1|Schild*1|Dunkelheit*2|Windstoss*2","Int","fighting style/Defense","trusting_bohr",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stout Halfling","Folk Hero","Sorcerer 1|Barbarian 7","Sorcerer|Barbarian","Draconic Bloodline|Path of the Totem Warrior",8,"Tough",146,"Acrobatics|Stealth|Animal Handling|Survival|Intimidation|Persuasion","Battleaxe In Rage|Feuerpfeil|Greataxe In Rage|Battleaxe|Greataxe|Javelin","Gift Verspr<fc>hen*0|Magierhand*0|Tanzende Lichter*0|Feuerpfeil*0|Federfall*1|Sprachen Verstehen*1","Cha",NA,"nifty_brahmagupta",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Scharlatan","Rogue 8","Rogue","Arcane Trickster",8,"Defensive Duelist|Alert",67,"Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance","Rapierstock|Shortbow|Dagger|Shortsword","Magierhand*0|Licht*0|Feuerpfeil*0|Personen Bezaubern*1|Selbstverkleidung*1|Spr<fc>hende Farben*1|T. F<fc>rchterlicher Lachanfall*1|Personen Festhalten*2|Unsichtbarkeit*2","Int","expertise/Sleight of Hand*Deception*Thieves' Tools","stupefied_gates",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Far Traveler","Wizard 8","Wizard","School of Abjuration",8,"Observant|Medium Armor Master",58,"Arcana|History|Insight|Perception","Battleaxe|Warhammer|Handaxe|Dart","Botschaft*0|Droehnende Klinge*0|Feuerpfeil*0|Taschenspielerei*0|Alarm*1|Chromatische Kugel*1|Identifizieren ( Ritual )*1|Lange Schritte*1|Magie Entdecken ( Ritual )*1|Schild*1|Unsichtbarer Diener ( Ritual )*1|Dunkelheit*2|Klopfen*2|Magische Waffe*2|Nebelschritt*2|Unsichtbares Sehen*2|Fliegen*3|Feuerball*3|Gegenzauber*3|Geisterross ( Ritual )*3|Lemunds Winzige Huette ( Ritual )*3|Magie Bannen*3|Wasser Atmen ( Ritual )*3|Dimensionstuer*4|Duerre*4|Maechtige Unsichtbarkeit*4|Todesschutz*4","Int",NA,"serene_moser",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Outlander","Fighter 12","Fighter","Arcane Archer",12,"Sharpshooter",100,"Athletics|Acrobatics|Arcana|Perception|Survival","Longbow|Crossbow, light",NA,"Int","arcane shot options/Piercing Arrow*Banishing Arrow*Bursting Arrow*Grasping Arrow|fighting style/Archery|tiefling variants menu/Winged","priceless_borg",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf (Wood)","Sage","Fighter 3|Wizard 1","Fighter|Wizard","Eldritch Knight|",4,NA,38,"Athletics|Arcana|History|Insight|Perception","Dagger|Whip|Absolution","Booming Blade (EK)*0|Firebolt (EK)*0|Frostbite (Wi)*0|Prestidigitation (Wi)*0|Mage Hand (Wi)*0|Magic Missile (EK)*1|Shield (EK)*1|Thunderwave (EK) *1|Featherfall (Wi)*1|Fog Cloud (Wi)*1|Longstrider (Wi)*1|Comp. Languages (Wi, R)*1|Detect Magic (Wi, R)*1|Find Familiar (Wi, R)*1","Int","fighting style/Defense","amazing_hamilton",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Sailor","Bard 4","Bard","College of Swords",4,NA,33,"Athletics|Acrobatics|Sleight of Hand|Arcana|Insight|Perception|Deception|Performance|Persuasion",NA,"Mending*0|Message*0|Vicious Mockery*0|Faerie Fire*1|Cure Wounds*1|Disonant Whispers*1|Heroism*1|Silence*2|Heat Metal*2","Cha","expertise/Deception*Acrobatics|fighting style/Dueling","quirky_hamilton",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turtle","Custom","Monk 1","Monk",NA,1,NA,10,"Athletics|Acrobatics|Insight|Perception|Survival","Quarterstaff|Dart|Unarmed strike",NA,"Int",NA,"eloquent_tu",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turtle","Custom","Monk 1","Monk",NA,1,NA,10,"Athletics|Acrobatics|Insight|Perception|Survival","Quarterstaff|Dart|Unarmed strike",NA,"Int",NA,"eloquent_tu",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Charlatan","Rogue 20|Warlock 2","Rogue|Warlock","Assassin|The Fiend",22,"Alert|Skilled|Great Weapon Master",286,"Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion","Rapier|Shortbow|Dagger",NA,"Int","eldritch invocations/Eldritch Sight*Devil's Sight|expertise/Stealth*Perception*Deception*Acrobatics","thirsty_noether",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Acolyte","Cleric 1","Cleric","Life Domain",1,"Healer",11,"History|Religion|Insight|Medicine|Persuasion","Mace","Light*0|Sacred Flame*0|Thaumaturgy*0|Bless*1|Cure Wounds*1|Bane*1|Command*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection From Evil And Good*1|Purify Food and Drink*1|Sanctuary*1|Shield Of Faith*1","Wis",NA,"zen_beaver",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turtle","Custom","Monk 1","Monk",NA,1,NA,10,"Athletics|Acrobatics|Insight|Perception|Survival","Quarterstaff|Dart|Unarmed strike",NA,"Int",NA,"eloquent_tu",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Gnome","Smuggler","Rogue 8","Rogue","Inquisitive",8,NA,59,"Athletics|Stealth|Insight|Perception|Deception|Persuasion","Shortbow|Dagger|Shortsword|Crossbow, light",NA,"Int","expertise/Persuasion*Insight*Stealth*Perception","sad_kare",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Custom","Monk 5","Monk","Way of the Open Hand",5,"Observant",40,"Acrobatics|Stealth|Animal Handling|Insight|Perception|Survival","Dagger|Dart|Unarmed strike|Whip|Adamantine Dagger",NA,"Wis",NA,"sweet_brown",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Guild Artisan","Cleric 2","Cleric","Forge Domain",2,NA,25,"Religion|Insight|Medicine|Perception","Mace|Crossbow, light","Identify*1|Searing Smite*1","Wis",NA,"awesome_ramanujan",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Criminal","Monk 2","Monk",NA,2,"Prodigy",17,"Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception","Shortsword|Dart|Unarmed strike",NA,"Int","expertise/Athletics","brave_booth",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Criminal","Barbarian 3|Fighter 1|Wizard 1","Barbarian|Fighter|Wizard","Path of the Totem Warrior||",5,NA,36,"Athletics|Stealth|Survival|Deception","Greataxe|Javelin|Unarmed Strike|Pike",NA,"Int","fighting style/Great Weapon Fighting","nifty_noyce",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Noble","Cleric 1","Cleric","Life Domain",1,NA,9,"History|Religion|Insight|Perception|Persuasion","Mace","Bless*1|Cure Wounds*1","Wis",NA,"elated_mirzakhani",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lineage - Meph","Sage","Sorcerer 7","Sorcerer","Storm Sorcery",7,NA,51,"Arcana|History|Intimidation|Persuasion","Quarterstaff|Dagger|Crossbow, Light|Flame Tongue","Mage hand*0","Cha","metamagic/Twinned Spell*Empowered Spell","confident_turing",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eladrin ToF","Custom","Sorcerer 1|Warlock 4","Sorcerer|Warlock","Shadow Magic|The Hexblade",5,"Elven Accuracy",49,"Stealth|Arcana|Insight|Perception|Deception","Longsword|Crossbow, heavy","Blade Ward*0|Control Flames*0|True Strike*0|Mold Earth*0|Minor Illusion <U+00A5>*0|Mage Hand <U+00A5>*0|Eldritch Blast <U+00A5>*0|2x Sorcerer / 5x Warlock*1|Shield*1|Burning Hands*1|Expedition Retreat <U+00A5>*1|Hex <U+00A5>*1|Absorb Elements <U+00A5>*1|2. Darkness <U+00A5>*1|2. Hold Person*1","Cha","eldritch invocations/Fiendish Vigor*Devil's Sight|pact boon/Pact of the Blade",NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Hermit","Druid 5","Druid","Circle of the Moon",5,NA,35,"Religion|Insight|Medicine|Perception","Scimitar",NA,"Wis",NA,"awesome_mccarthy",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Urchin","Ranger 4","Ranger","Gloom Stalker",4,"Sharpshooter",36,"Sleight of Hand|Stealth|Investigation|Insight|Perception","Handaxe|Javelin|Compound Bow","Disguise Self*1|Cure Wounds*1|Ensnaring Strike*1|Hunter's Mark*1","Wis","fighting style/Archery","vigorous_driscoll",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Urchin","Ranger 4","Ranger","Gloom Stalker",4,"Sharpshooter",36,"Sleight of Hand|Stealth|Investigation|Insight|Perception","Handaxe|Javelin|Compound Bow","Disguise Self*1|Cure Wounds*1|Ensnaring Strike*1|Hunter's Mark*1","Wis","fighting style/Archery","vigorous_driscoll",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Urchin","Ranger 4","Ranger","Gloom Stalker",4,"Sharpshooter",36,"Sleight of Hand|Stealth|Investigation|Insight|Perception","Handaxe|Javelin|Compound Bow","Disguise Self*1|Cure Wounds*1|Ensnaring Strike*1|Hunter's Mark*1","Wis","fighting style/Archery","vigorous_driscoll",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Urchin","Ranger 4","Ranger","Gloom Stalker",4,"Sharpshooter",36,"Sleight of Hand|Stealth|Investigation|Insight|Perception","Handaxe|Javelin|CmpndBow","Disguise Self*1|Cure Wounds*1|Ensnaring Strike*1|Hunter's Mark*1","Wis","fighting style/Archery","vigorous_driscoll",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Urchin","Ranger 4","Ranger","Gloom Stalker",4,"Sharpshooter",36,"Sleight of Hand|Stealth|Investigation|Insight|Perception","Handaxe|Javelin|Compound Bow","Disguise Self*1|Cure Wounds*1|Ensnaring Strike*1|Hunter's Mark*1","Wis","fighting style/Archery","vigorous_driscoll",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Guild Member - Mayhem","Warlock 5|Sorcerer 2","Warlock|Sorcerer","The Celestial|Divine Soul",7,NA,28,"Acrobatics|Arcana|Religion|Deception|Intimidation|Performance|Persuasion","Crossbow, light|Dagger|","Light*0|Sacred Flame*0|Eldritch Blast*0|Poison Spray*0|Mage Hand*0|Prestadigitation*0|Message*0|Cure Light Wounds*1|Hex*1|Armor Of Agythis*1|Featherfall*1|Sheild*1|Lesser Restoration*2|Thunder Step*3|Dispel Magic*3","Cha","pact boon/Pact of the Chain|eldritch invocations/Armor of Shadows*Agonizing Blast","zen_brahmagupta",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Gnome","Charlatan","Sorcerer 5","Sorcerer","Wild Magic",5,"Skilled",32,"Sleight of Hand|Stealth|Perception|Deception|Intimidation|Performance|Persuasion","Sling|Dagger",NA,"Cha","metamagic/Subtle Spell*Quickened Spell","sweet_burnell",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Knight","Cleric 9","Cleric","Life Domain",9,"Magic Initiate",66,"Religion|Insight|Medicine|Persuasion","Mace|Crossbow, Light|Lucky Dagger","Guidance*0|Light*0|Mending*0|Resistance*0|Sacred Flame*0|Spare The Dying*0|Thaumaturgy*0|Toll The Dead*0|Word Of Radiance*0|Eldritch Blast*0|Minor Illusion*0|Bless*1|Guiding Bolt*1|Cure Wounds*1|Command*1|Sanctuary*1|Inflict Wounds*1|Witch Bolt*1|Bane*1|Ceremony*1|Create Or Destroy Water*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison And Disease*1|Healing Word*1|Protection From Evil/Good*1|Purify Food and Drink*1|Shield Of Faith*1|Aid*2|Augury*2|Blindness/Deafness*2|Calm Emotions*2|Continual Flame*2|Enchanted Ability*2|find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer Of Healing*2|Protection From Poison*2|Silence*2|Spiritual Weapon*2|Warding Bond*2|Zone Of Truth*2|animate Dead*3|beacon Of Hope*3|Bestow Curse*3|Clairvoyance*3|Create Food/Water*3|Daylight*3|Dispel Magic*3|Fast Friends*3|Feign Death*3|Glyph of Warding*3|Incite Greed*3|Life Transference*3|Magic Circle*3|Mass healing Word*3|Meld Into Stone*3|Motivational Speech*3|Protection From Energy*3|Remove Curse*3|Revivify*3|Sending*3|Speak With Dead*3|Spirit Guardians*3|Tongues*3|Water Walk*3|Banishment*4|Control Water*4|Death Ward*4|Divination*4|Freedom Of Movement*4|Guardian Of Faith*4|Locate Creature*4|Stone Shape*4|Commune*5|Contagion*5|Dawn*5|Dispel Evil/Good*5|Flame Strike*5|geas*5|Greater Restoration*5|Hallow*5|Holy Weapon*5|Insect Plague *5|Legend Lore*5|Mass Cure Wounds*5|Planar Binding*5|Raise Dead*5|Scrying*5","Wis",NA,"eloquent_dhawan",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aarakocra","Acolyte","Druid 13","Druid","Circle of the Moon",13,"Heavily Armored",103,"Nature|Religion|Animal Handling|Insight","Scimitar","Druidcraft*0|Guidance*0|Mending*0|Poison Spray*0|Produce Flame*0|Resistance*0|Shilelagh*0|Thorn Whip*0|Animal Friendship*1|Charm Person*1|Create Or Destroy Water*1|Cure Wounds*1|Detect Magic*1|Detect Poison And Disease*1|Entangle*1|Faerie Fire*1|Fog Cloud*1|Goodberry*1|healing Word*1|Jump*1|Longstrider*1|Purify Food And Drink*1|Speak With Animals*1|Thunderwave*1|Animal Messenger*2|Barkskin*2|Beast Sense*2|Darkvision*2|Enhance Ability*2|Find Traps*2|Flame Blade*2|Flaming Sphere*2|Gust Of Wind*2|Heat Metal*2|Hold Person*2|Lesser Restoration*2|Locate Animals Or Plants*2|Locate Object*2|Moonbeam*2|Pass without Trace*2|Protection From Poison*2|Spike growth*2|Call Lightning*3|Conjure Animals*3|Daylight*3|Dispel Magic*3|Feign Death*3|Meld Into Stone*3|Plant Growth*3|Protection From Energy*3|Sleet Storm*3|Speak With Plants*3|Water Walk*3|Wind Walk*3|blight*4|Confusion*4|Conjure Minor elementals*4|Conjure Woodland Beings*4|Control Water*4|Dominate beast*4|Freedom Of Movement*4|Giant insect*4|Grasping Vine*4|Hallucinatory terrain*4|Ice Storm*4|Locate Creature*4|Polymorph*4|Stone Shape*4|Stoneskin*4|Wall Of <U+0001F525>*4|Anti life Shell*5|Awaken*5|Commune With Nature*5|Conjure Elemental*5|Contagion*5|Geas*5|Greater Restoration*5|Insect Plague*5|Mass Cure Wounds*5|Planar Binding*5|Reincarnate*5|Scrying*5|Tree Stride*5|Wall Of Stone*5|Conjure Fey*6|Find The Path*6|Heal*6|Heroes Feast*6|Move Earth*6|Sunbeam*6|Transport Via Plants*6|Wall Of Thorns*6|Wind Walk*6|Fire Storm*7|Mirage Arcane*7|Plane Shift*7|Regenerate*7|Reverse Gravity*7","Wis",NA,"romantic_volhard",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Criminal","Ranger 1","Ranger",NA,1,NA,13,"Stealth|Nature|Animal Handling|Perception|Survival|Deception","Shortsword|Longbow",NA,"Wis",NA,"hopeful_pike",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goliath","Outlander","Fighter 2","Fighter",NA,2,NA,22,"Athletics|Acrobatics|Perception|Survival","Longsword",NA,"Int","fighting style/Defense","dazzling_hoover",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Acolyte","Sorcerer 3|Wizard 2","Sorcerer|Wizard","Divine Soul|School of Divination",5,NA,34,"Arcana|Religion|Insight|Persuasion","Crossbow, light|Dagger","Guidance. (S) <U+00A9>*0|Light. (W)*0|Spare The Dying. (S)*0|Mage Hand.  (W)*0|Mending (W)*0|Word Of Radiance.  (S)*0|Fire Bolt (S)*0|Bless. (S) <U+00A9>*1|Healing Word (S)*1|Feather Fall (W)*1|Magic Missle (W)*1|Find Familiar (W) <U+00AE>*1|Mage Armor(W)*1|Sheild (W)*1|Detect Magic (W) <U+00AE>*1|Identify (W) <U+00AE>*1|Unseen Servant (W)<U+00AE>*1|Command (S)*1|Aganizzers Scorcher (S)*2|Misty Step (S)*2","Cha","metamagic/Empowered Spell*Careful Spell","boring_khayyam",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Criminal","Ranger 4|Sorcerer 1","Ranger|Sorcerer","Hunter|Shadow Magic",5,"Crossbow Expert|Magic Initiate",37,"Athletics|Stealth|Investigation|Perception|Survival|Deception","Crossbow, Heavy|Crossbow, Hand","Firebolt*0|Shocking Grasp*0|Jump*1|Hunters Mark*1|Magic Missile*1|Burning Hands*1|Scorching Ray*2|Darkvision*2","Wis","fighting style/Archery","sleepy_sutherland",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Soldier","Rogue 4","Rogue","Thief",4,"Mobile|Dual Wielder",31,"Athletics|Acrobatics|Stealth|Insight|Perception|Intimidation","Rapier|Dagger|Whip|Shortsword",NA,"Int","expertise/Athletics*Acrobatics","reverent_aryabhata",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Acolyte","Cleric 7","Cleric","Life Domain",7,NA,56,"Religion|Insight|Medicine|Persuasion","Mace|Light hammer","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4","Wis",NA,"affectionate_galois",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Adopted","Sorcerer 5","Sorcerer","Divine Soul",5,"Spell Sniper",31,"Stealth|Arcana|Religion|Deception|Persuasion","Crossbow, light|Dagger","Thaumaturgy*0|Fire Bolt*0|Poison Spray*0|Spare The Dying*0|Guidance*0|Mage Hand*0|Eldritch Blast*0|Bane*1|Healing Word*1|Chromatic Orb*1|Chaos Bolt*1|Hellish Rebuke*2|Prayer Of Healing*2|Mirror Images*2|Darkness*3|Lightning Bolt*3","Cha","metamagic/Twinned Spell*Distant Spell","pensive_bhaskara",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Gnome","Sage","Ranger 4","Ranger","Gloom Stalker",4,"Sharpshooter",36,"Stealth|Arcana|History|Investigation|Insight","Javelin|Dagger|Compound Bow","Disguise Self*1|Hunter's Mark*1|Cure Wounds*1|Zephyr Strike*1","Wis","fighting style/Archery","tender_ishizaka",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","City Watch","Warlock 7","Warlock","The Celestial",7,"Spell Sniper",52,"Athletics|Investigation|Insight|Perception|Deception","Crossbow, light|Club|Dagger","Light*0|Sacred Flame*0|Eldritch Blast*0|Prestiditation*0|Mending*0|Guidance*0|Firebolt*0|Magehand*0|Protecton From Good And Evil*1|Hex*1|Guiding Bolt*1|Cure Wounds*1","Cha","pact boon/Pact of the Tome|eldritch invocations/Devil's Sight*Agonizing Blast*Book of Ancient Secrets*Eyes of the Rune Keeper","admiring_wescoff",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Charlatan","Rogue 5","Rogue","Mastermind",5,NA,30,"Sleight of Hand|Insight|Perception|Deception|Intimidation|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Persuasion*Intimidation","modest_noyce",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Soldier","Fighter 1","Fighter",NA,1,NA,12,"Athletics|Acrobatics|Animal Handling|Intimidation","Handaxe|Scimitar",NA,"Int","fighting style/Defense","lucid_wing",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Trapmaster/locksmith","Artificer 7","Artificer","Battle Smith",7,NA,52,"Arcana|Investigation|Insight|Persuasion","+1Crossbow, hand RS|+1Shortsword Rw|+1Longtooth Dagger|+1Shortbow","Mending *0|Fire bolt: 2D10*0|Heroism*1|Shield*1|Absorb Elements *1|Cure Wounds *1|Detect Magic *1|Branding Smite*2|Warding Bond*2|Invisibility *2|Enhance Ability *2|Enlarge/Reduce *2","Int",NA,"optimistic_mclean",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Folk Hero","Cleric 12","Cleric","Life Domain",12,NA,99,"Stealth|History|Animal Handling|Medicine|Perception|Survival","Mace","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5","Wis",NA,"vigorous_mendel",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Outlander","Ranger 1","Ranger",NA,1,NA,13,"Athletics|Stealth|Investigation|Perception|Survival","Shortsword|Longbow",NA,"Wis",NA,"clever_volhard",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Gnome","Hermit","Druid 1","Druid",NA,1,NA,10,"Nature|Religion|Animal Handling|Medicine","Scimitar",NA,"Wis",NA,"vibrant_babbage",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Entertainer","Bard 1","Bard",NA,1,NA,10,"Acrobatics|History|Insight|Perception|Performance|Persuasion","Rapier|Dagger",NA,"Cha",NA,"sleepy_saha",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Barbarian Tribe Member","Barbarian 1","Barbarian",NA,1,NA,15,"Athletics|Animal Handling|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"practical_leakey",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Birdfolk","Hermit","Druid 1","Druid",NA,1,NA,10,"Religion|Animal Handling|Medicine|Perception","Scimitar","Mending*0|Druidcraft*0|Speak With Animals*1|Cure Wounds*1","Wis",NA,"dazzling_heisenberg",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lineage - Levi","Cloistered Scholar","Warlock 2","Warlock","The Hexblade",2,NA,17,"Arcana|History|Religion|Deception","Crossbow, light|Dagger",NA,"Cha","eldritch invocations/Fiendish Vigor*Agonizing Blast","vigorous_euclid",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
